"행정구역","2020년_거주자 인구수","2020년_세대수","2020년_세대당 인구","2020년_남자 인구수","2020년_여자 인구수","2020년_남여 비율"
"세종특별자치시  연동면(3611032000)","3,123","1,693","          1.84","1,628","1,495","          1.09"
"세종특별자치시  부강면(3611033000)","6,196","3,290","          1.88","3,412","2,784","          1.23"
"세종특별자치시  금남면(3611034000)","8,790","4,696","          1.87","4,616","4,174","          1.11"
"세종특별자치시  장군면(3611035000)","6,621","3,833","          1.73","3,785","2,836","          1.33"
"세종특별자치시  연서면(3611036000)","7,434","3,906","          1.90","4,046","3,388","          1.19"
"세종특별자치시  전의면(3611037000)","5,590","2,963","          1.89","2,979","2,611","          1.14"
"세종특별자치시  전동면(3611038000)","3,509","2,028","          1.73","1,903","1,606","          1.18"
"세종특별자치시  소정면(3611039000)","2,409","1,202","          2.00","1,278","1,131","          1.13"
"세종특별자치시  한솔동(3611051000)","19,208","6,438","          2.98","9,431","9,777","          0.96"
"세종특별자치시  새롬동(3611051500)","29,390","11,990","          2.45","14,254","15,136","          0.94"
"세종특별자치시  도담동(3611052000)","39,457","16,223","          2.43","19,118","20,339","          0.94"
"세종특별자치시  아름동(3611053000)","23,525","7,676","          3.06","11,660","11,865","          0.98"
"세종특별자치시  종촌동(3611054000)","29,536","10,761","          2.74","14,327","15,209","          0.94"
"세종특별자치시  고운동(3611055000)","34,387","11,861","          2.90","16,800","17,587","          0.96"
"세종특별자치시  소담동(3611055500)","32,403","12,020","          2.70","15,963","16,440","          0.97"
"세종특별자치시  보람동(3611056000)","19,386","6,949","          2.79","9,507","9,879","          0.96"
"세종특별자치시  대평동(3611057000)","10,968","4,152","          2.64","5,454","5,514","          0.99"
"세종특별자치시  다정동(3611058000)","27,313","10,068","          2.71","13,189","14,124","          0.93"
"경기도  (4100000000)","13,315,895","5,590,335","          2.38","6,697,616","6,618,279","          1.01"
"경기도 수원시 (4111000000)","1,177,445","500,041","          2.35","592,371","585,074","          1.01"
"경기도 수원시 장안구 (4111100000)","271,614","114,137","          2.38","136,702","134,912","          1.01"
"경기도 수원시 장안구 파장동(4111156000)","23,364","10,379","          2.25","11,758","11,606","          1.01"
"경기도 수원시 장안구 율천동(4111156600)","42,910","19,720","          2.18","22,648","20,262","          1.12"
"경기도 수원시 장안구 정자1동(4111157100)","29,636","10,961","          2.70","14,599","15,037","          0.97"
"경기도 수원시 장안구 정자2동(4111157200)","29,817","12,333","          2.42","14,629","15,188","          0.96"
"경기도 수원시 장안구 정자3동(4111157300)","42,663","14,237","          3.00","21,323","21,340","          1.00"
"경기도 수원시 장안구 영화동(4111158000)","20,004","10,375","          1.93","10,202","9,802","          1.04"
"경기도 수원시 장안구 송죽동(4111159100)","19,537","8,679","          2.25","9,688","9,849","          0.98"
"경기도 수원시 장안구 조원1동(4111159700)","28,554","12,593","          2.27","14,360","14,194","          1.01"
"경기도 수원시 장안구 조원2동(4111159800)","19,066","6,538","          2.92","9,204","9,862","          0.93"
"경기도 수원시 장안구 연무동(4111160000)","16,063","8,322","          1.93","8,291","7,772","          1.07"
"경기도 수원시 권선구 (4111300000)","366,387","153,041","          2.39","184,809","181,578","          1.02"
"경기도 수원시 권선구 세류1동(4111352000)","10,273","4,336","          2.37","5,135","5,138","          1.00"
"경기도 수원시 권선구 세류2동(4111353000)","23,320","11,882","          1.96","12,019","11,301","          1.06"
"경기도 수원시 권선구 세류3동(4111354000)","19,047","8,998","          2.12","9,578","9,469","          1.01"
"경기도 수원시 권선구 평동(4111355000)","40,796","16,403","          2.49","20,667","20,129","          1.03"
"경기도 수원시 권선구 서둔동(4111356000)","38,012","16,603","          2.29","19,322","18,690","          1.03"
"경기도 수원시 권선구 구운동(4111365000)","24,638","10,522","          2.34","12,415","12,223","          1.02"
"경기도 수원시 권선구 금곡동(4111366200)","45,760","17,093","          2.68","22,633","23,127","          0.98"
"경기도 수원시 권선구 호매실동(4111366400)","46,385","16,997","          2.73","23,091","23,294","          0.99"
"경기도 수원시 권선구 권선1동(4111367000)","24,652","12,684","          1.94","12,528","12,124","          1.03"
"경기도 수원시 권선구 권선2동(4111368000)","49,431","17,210","          2.87","24,299","25,132","          0.97"
"경기도 수원시 권선구 곡선동(4111369000)","27,219","14,159","          1.92","14,581","12,638","          1.15"
"경기도 수원시 권선구 입북동(4111370000)","16,854","6,154","          2.74","8,541","8,313","          1.03"
"경기도 수원시 팔달구 (4111500000)","172,112","83,967","          2.05","86,580","85,532","          1.01"
"경기도 수원시 팔달구 매교동(4111565000)","5,713","3,112","          1.84","2,995","2,718","          1.10"
"경기도 수원시 팔달구 매산동(4111566000)","10,435","5,978","          1.75","5,541","4,894","          1.13"
"경기도 수원시 팔달구 고등동(4111567000)","8,875","4,663","          1.90","4,530","4,345","          1.04"
"경기도 수원시 팔달구 화서1동(4111568000)","22,955","9,781","          2.35","11,131","11,824","          0.94"
"경기도 수원시 팔달구 화서2동(4111569000)","26,693","9,670","          2.76","13,145","13,548","          0.97"
"경기도 수원시 팔달구 지동(4111570000)","11,098","5,716","          1.94","5,629","5,469","          1.03"
"경기도 수원시 팔달구 우만1동(4111571000)","20,263","10,599","          1.91","10,071","10,192","          0.99"
"경기도 수원시 팔달구 우만2동(4111572000)","17,138","7,492","          2.29","8,567","8,571","          1.00"
"경기도 수원시 팔달구 인계동(4111573000)","38,399","20,513","          1.87","19,341","19,058","          1.01"
"경기도 수원시 팔달구 행궁동(4111574000)","10,543","6,443","          1.64","5,630","4,913","          1.15"
"경기도 수원시 영통구 (4111700000)","367,332","148,896","          2.47","184,280","183,052","          1.01"
"경기도 수원시 영통구 매탄1동(4111751000)","18,219","7,670","          2.38","9,183","9,036","          1.02"
"경기도 수원시 영통구 매탄2동(4111752000)","15,063","6,453","          2.33","7,491","7,572","          0.99"
"경기도 수원시 영통구 매탄3동(4111753000)","36,100","15,343","          2.35","18,691","17,409","          1.07"
"경기도 수원시 영통구 매탄4동(4111754000)","21,871","9,373","          2.33","10,730","11,141","          0.96"
"경기도 수원시 영통구 원천동(4111755000)","38,960","17,803","          2.19","19,697","19,263","          1.02"
"경기도 수원시 영통구 영통1동(4111757000)","35,767","12,593","          2.84","17,646","18,121","          0.97"
"경기도 수원시 영통구 영통2동(4111758000)","26,640","13,121","          2.03","14,070","12,570","          1.12"
"경기도 수원시 영통구 영통3동(4111758500)","32,811","13,158","          2.49","16,756","16,055","          1.04"
"경기도 수원시 영통구 망포1동(4111759300)","31,646","10,903","          2.90","15,943","15,703","          1.02"
"경기도 수원시 영통구 망포2동(4111759600)","28,257","9,467","          2.98","14,114","14,143","          1.00"
"경기도 수원시 영통구 광교1동(4111760000)","53,043","21,644","          2.45","25,944","27,099","          0.96"
"경기도 수원시 영통구 광교2동(4111761000)","28,955","11,368","          2.55","14,015","14,940","          0.94"
"경기도 성남시 (4113000000)","929,079","399,610","          2.32","459,812","469,267","          0.98"
"경기도 성남시 수정구 (4113100000)","238,171","112,772","          2.11","120,356","117,815","          1.02"
"경기도 성남시 수정구 신흥1동(4113151000)","13,191","7,590","          1.74","6,926","6,265","          1.11"
"경기도 성남시 수정구 신흥2동(4113152000)","19,810","7,394","          2.68","9,689","10,121","          0.96"
"경기도 성남시 수정구 신흥3동(4113153000)","11,046","6,223","          1.78","5,749","5,297","          1.09"
"경기도 성남시 수정구 태평1동(4113154000)","15,266","8,515","          1.79","7,777","7,489","          1.04"
"경기도 성남시 수정구 태평2동(4113155000)","15,421","7,716","          2.00","7,749","7,672","          1.01"
"경기도 성남시 수정구 태평3동(4113156000)","13,338","6,704","          1.99","6,826","6,512","          1.05"
"경기도 성남시 수정구 태평4동(4113156100)","13,312","6,441","          2.07","6,711","6,601","          1.02"
"경기도 성남시 수정구 수진1동(4113157000)","12,327","7,111","          1.73","6,375","5,952","          1.07"
"경기도 성남시 수정구 수진2동(4113158000)","15,853","7,577","          2.09","7,970","7,883","          1.01"
"경기도 성남시 수정구 단대동(4113159000)","15,609","6,597","          2.37","7,733","7,876","          0.98"
"경기도 성남시 수정구 산성동(4113160000)","10,414","5,001","          2.08","5,361","5,053","          1.06"
"경기도 성남시 수정구 양지동(4113161000)","9,854","4,231","          2.33","4,858","4,996","          0.97"
"경기도 성남시 수정구 복정동(4113162000)","10,998","6,646","          1.65","6,043","4,955","          1.22"
"경기도 성남시 수정구 위례동(4113162500)","45,277","17,395","          2.60","22,146","23,131","          0.96"
"경기도 성남시 수정구 신촌동(4113163000)","4,711","2,005","          2.35","2,509","2,202","          1.14"
"경기도 성남시 수정구 고등동(4113164000)","8,524","3,958","          2.15","4,219","4,305","          0.98"
"경기도 성남시 수정구 시흥동(4113165000)","3,220","1,668","          1.93","1,715","1,505","          1.14"
"경기도 성남시 중원구 (4113300000)","213,077","98,524","          2.16","107,823","105,254","          1.02"
"경기도 성남시 중원구 성남동(4113351000)","33,444","17,660","          1.89","17,277","16,167","          1.07"
"경기도 성남시 중원구 중앙동(4113352500)","13,564","6,770","          2.00","7,172","6,392","          1.12"
"경기도 성남시 중원구 금광1동(4113353000)","6,704","3,033","          2.21","3,453","3,251","          1.06"
"경기도 성남시 중원구 금광2동(4113354000)","24,357","11,548","          2.11","11,906","12,451","          0.96"
"경기도 성남시 중원구 은행1동(4113355000)","10,552","4,437","          2.38","5,140","5,412","          0.95"
